city_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
452,Kununurra,-15.7667,128.7333,84.2,51,98,8.05,AU,overcast clouds
453,Katobu,-4.9408,122.5276,82.78,75,86,6.89,ID,overcast clouds
454,Yinchuan,38.4681,106.2731,43.3,73,100,7.11,CN,overcast clouds
455,San Quintin,30.4833,-115.95,69.82,37,61,7.38,MX,broken clouds
456,Kandrian,-6.2167,149.55,85.15,69,100,4.52,PG,overcast clouds
457,Stromness,58.965,-3.296,39.2,75,90,9.22,GB,overcast clouds
458,Banjar,-8.19,114.9675,82.4,89,20,3.44,ID,few clouds
459,Ranong,9.9658,98.6348,78.8,94,40,3.44,TH,scattered clouds
460,Limbang,4.75,115.0,78.8,94,75,4.61,MY,broken clouds
461,Rocha,-34.4833,-54.3333,57.83,84,100,2.62,UY,overcast clouds
462,Rochester,43.1548,-77.6156,43.0,81,90,3.44,US,overcast clouds
463,Port Hedland,-20.3167,118.5667,87.8,27,0,9.22,AU,clear sky
464,Mogwase,-25.185,27.2665,64.4,51,22,4.88,ZA,few clouds
465,Imeni Poliny Osipenko,52.4201,136.4853,34.2,79,19,7.49,RU,few clouds
466,Whitehorse,60.7161,-135.0538,34.0,69,75,14.97,CA,light snow
467,Ranfurly,-45.1333,170.1,55.99,65,0,1.99,NZ,clear sky
468,Pokhara,28.2333,83.9833,65.68,38,2,5.48,NP,clear sky
469,Vila Franca Do Campo,37.7167,-25.4333,59.0,77,20,3.44,PT,few clouds
470,Pedana,16.2667,81.1667,80.51,91,83,9.33,IN,broken clouds
471,Derzhavinsk,51.1,66.3167,2.57,99,87,5.64,KZ,overcast clouds
472,Santa Ines,-3.6667,-45.38,74.8,96,93,3.89,BR,overcast clouds
473,Sinnamary,5.3833,-52.95,77.2,84,64,12.26,GF,broken clouds
474,Stephenville,32.2207,-98.2023,62.6,22,1,10.36,US,clear sky
475,Saryg-Sep,51.5,95.6,20.46,78,8,1.12,RU,clear sky
476,Sao Filipe,14.8961,-24.4956,71.22,73,11,9.1,CV,few clouds
477,Matara,5.9485,80.5353,78.15,88,20,6.89,LK,few clouds
478,Cherat,33.8233,71.8915,75.2,9,0,34.52,PK,haze
479,Senhor Do Bonfim,-10.4614,-40.1894,73.42,72,91,4.7,BR,overcast clouds
480,Sibu,2.3,111.8167,78.8,83,40,3.44,MY,scattered clouds
481,Araouane,18.9048,-3.5265,77.68,6,0,9.42,ML,clear sky
482,Parker,32.7668,-97.8003,62.01,30,0,4.0,US,clear sky
483,Winnemucca,40.973,-117.7357,62.6,13,1,3.44,US,clear sky
484,Camopi,3.1655,-52.3158,71.31,97,14,2.93,GF,few clouds
485,Shakawe,-18.3667,21.85,65.28,58,98,3.83,BW,overcast clouds
486,Mogadishu,2.0371,45.3438,80.26,77,59,8.32,SO,broken clouds
487,Bambanglipuro,-7.95,110.2833,80.6,83,100,1.72,ID,overcast clouds
488,Fairbanks,64.8378,-147.7164,28.99,93,90,12.66,US,mist
489,Sambava,-14.2667,50.1667,76.1,89,69,9.73,MG,light rain
490,Ornskoldsvik,63.2909,18.7153,33.8,80,0,10.36,SE,clear sky
491,Antalaha,-14.9003,50.2788,74.55,90,27,7.02,MG,scattered clouds
492,Besancon,47.2488,6.0182,57.0,81,6,4.61,FR,clear sky
493,Saint-Pierre,-21.3393,55.4781,77.0,78,0,5.75,RE,clear sky
494,Pangody,65.85,74.4859,5.88,88,100,23.2,RU,overcast clouds
495,Chifeng,42.2683,118.9636,48.0,46,100,3.38,CN,overcast clouds
496,Prattville,32.464,-86.4597,57.2,100,90,16.11,US,overcast clouds
497,Maryville,35.7565,-83.9705,45.0,87,90,3.44,US,light rain
498,Tallahassee,30.4383,-84.2807,78.8,65,20,6.91,US,few clouds
499,Semnan,35.5729,53.3971,54.79,34,54,1.05,IR,broken clouds
500,Ewa Beach,21.3156,-158.0072,84.2,51,20,11.5,US,few clouds
501,Gwadar,25.1216,62.3254,80.17,34,0,6.62,PK,clear sky
502,Ust-Nera,64.5667,143.2,10.2,89,88,4.52,RU,overcast clouds
503,Dali,25.7,100.1833,58.44,61,10,2.68,CN,clear sky
504,Valdivia,-39.8142,-73.2459,62.6,77,90,3.44,CL,overcast clouds
505,Olga,43.7444,135.2892,51.51,40,0,4.74,RU,clear sky
506,Robe,-37.1833,139.75,67.96,62,8,11.23,AU,clear sky
507,Hovd,48.0056,91.6419,27.39,41,72,1.61,MN,broken clouds
508,Jakar,27.5492,90.7525,42.4,83,100,1.59,BT,overcast clouds
509,Corrente,-3.7367,-43.3394,73.18,98,100,2.86,BR,overcast clouds
510,Garissa,-0.4536,39.6401,78.84,81,34,12.57,KE,scattered clouds
511,La Ronge,55.1001,-105.2842,42.8,56,100,5.75,CA,overcast clouds
512,Cenotillo,20.9667,-88.6167,82.98,53,91,8.3,MX,overcast clouds
513,Gigmoto,13.7796,124.39,82.72,66,100,10.2,PH,overcast clouds
514,Srivardhan,18.0333,73.0167,74.64,86,99,2.19,IN,overcast clouds
515,Amroli,21.3,72.85,78.8,94,20,9.22,IN,few clouds
516,Beitbridge,-22.2167,30.0,68.9,57,100,3.56,ZW,overcast clouds
517,Innisfail,-17.5333,146.0333,80.02,68,31,16.67,AU,scattered clouds
518,Khani,41.9563,42.9566,57.2,41,0,34.52,GE,clear sky
519,Dasuya,31.8183,75.6597,56.62,24,0,1.57,IN,clear sky
520,Puerto Carreno,6.189,-67.4859,81.72,69,97,5.7,CO,overcast clouds
521,Ugoofaaru,5.6667,73.0,84.25,70,60,8.95,MV,broken clouds
522,Zyryanka,65.75,150.85,12.67,81,97,10.11,RU,overcast clouds
523,Owando,-0.4819,15.8999,71.46,96,100,3.18,CG,overcast clouds
524,Benidorm,38.5382,-0.131,57.0,71,32,11.99,ES,scattered clouds
525,Havre-Saint-Pierre,50.2334,-63.5986,33.8,86,75,18.41,CA,broken clouds
526,Puerto Leguizamo,-0.1934,-74.7819,70.93,98,100,2.68,CO,overcast clouds
527,Ruidoso,33.3317,-105.673,51.01,21,1,13.8,US,clear sky
528,Northam,51.0333,-4.2167,50.0,91,100,1.99,GB,overcast clouds
529,Nelspruit,-25.4745,30.9703,68.0,77,98,3.44,ZA,overcast clouds
530,Kozlovo,56.5167,36.2667,39.2,98,100,2.19,RU,overcast clouds
531,Wittenberge,53.0,11.75,53.01,66,100,5.5,DE,overcast clouds
532,Coihaique,-45.5752,-72.0662,53.6,66,90,6.91,CL,overcast clouds
533,Nagua,19.3832,-69.8474,75.2,88,20,6.91,DO,few clouds
534,Baruun-Urt,46.6806,113.2792,44.71,31,100,7.49,MN,overcast clouds
535,Athabasca,54.7169,-113.2854,50.0,42,100,3.44,CA,overcast clouds
536,Tautira,-17.7333,-149.15,87.8,66,40,8.05,PF,light rain
537,Nemuro,43.3236,145.575,46.4,61,20,9.22,JP,few clouds
538,Lamu,-2.2717,40.902,82.4,83,1,5.75,KE,clear sky
539,Tabon,9.2388,117.9946,78.49,87,100,2.21,PH,overcast clouds
540,Bedesa,8.9,40.7833,62.78,48,53,2.33,ET,broken clouds
541,Kerema,-7.9631,145.7785,81.7,73,99,3.62,PG,overcast clouds
542,Zhigansk,66.7697,123.3711,11.19,75,100,6.73,RU,overcast clouds
543,Luderitz,-26.6481,15.1594,66.43,61,0,12.88,NA,clear sky
544,Kimbe,-5.5502,150.1429,88.2,61,78,4.43,PG,broken clouds
545,Wuwei,37.9281,102.6414,42.26,61,90,6.26,CN,overcast clouds
546,Kaeo,-35.1,173.7833,66.99,95,66,7.0,NZ,broken clouds
547,Villazon,-22.0866,-65.5942,49.96,76,74,12.8,BO,broken clouds
548,Mutuipe,-13.2286,-39.5047,74.39,98,100,0.87,BR,overcast clouds
549,Lerici,44.0759,9.9112,59.0,67,5,1.95,IT,clear sky
550,Abu Kamal,34.4506,40.9171,58.5,63,0,15.55,SY,clear sky
551,Santa Cruz De Tenerife,28.4682,-16.2546,66.0,82,0,10.36,ES,clear sky
552,Bonoua,5.2741,-3.595,84.2,89,20,4.61,CI,few clouds
553,Bardsir,29.9227,56.5743,50.0,22,0,3.36,IR,clear sky
554,Kangaba,11.9333,-8.4167,81.0,12,7,3.78,ML,clear sky
555,Sherman,33.6357,-96.6089,61.0,26,1,5.75,US,clear sky
556,Nalut,30.3333,10.85,58.78,32,0,9.31,LY,clear sky
557,Vila Do Maio,15.1333,-23.2167,69.8,73,75,17.27,CV,broken clouds
558,Aswan,24.0934,32.907,61.23,30,0,10.16,EG,clear sky
559,Rapar,23.5667,70.6333,75.18,59,0,6.98,IN,clear sky
560,Bosaso,11.2842,49.1816,78.19,51,89,4.03,SO,overcast clouds
561,Siniscola,40.5719,9.6922,53.6,76,0,3.44,IT,clear sky
562,Axim,4.8699,-2.2405,79.0,88,52,6.8,GH,broken clouds
563,Irtyshskiy,58.3333,68.1333,30.47,79,100,14.12,RU,overcast clouds
564,Huarmey,-10.0681,-78.1522,70.18,85,8,7.78,PE,clear sky
565,Miahuatlan,18.5667,-97.4333,64.54,56,100,11.39,MX,overcast clouds
566,Nazare,-13.035,-39.0144,76.64,89,100,1.9,BR,overcast clouds
567,Tagusao,9.1924,117.8141,78.46,87,100,0.76,PH,overcast clouds
568,Chukhloma,58.7525,42.6825,32.72,94,100,6.67,RU,overcast clouds
569,Honningsvag,70.9821,25.9704,33.98,97,100,11.5,NO,light snow
570,Severnoye,56.3491,78.3619,11.28,96,98,9.86,RU,overcast clouds
571,Fukue,32.6881,128.8419,62.6,63,0,12.66,JP,clear sky
572,Poum,-20.2333,164.0167,79.23,71,100,9.28,NC,overcast clouds
573,Homer,59.6425,-151.5483,30.2,64,40,17.27,US,scattered clouds
574,Adeje,28.1227,-16.726,66.0,72,20,5.75,ES,few clouds
575,Slave Lake,55.2834,-114.769,41.0,56,1,8.05,CA,clear sky
576,Dubrovnik,42.6481,18.0922,60.8,41,0,13.8,HR,clear sky
577,Puerto El Triunfo,13.2833,-88.55,86.0,58,20,6.91,SV,few clouds
578,Labuan,5.2767,115.2417,78.8,94,20,2.3,MY,few clouds
579,Trairi,-3.2778,-39.2689,76.59,92,100,6.67,BR,overcast clouds
580,Komsomolskiy,40.4272,71.7189,44.6,65,40,6.91,UZ,scattered clouds
581,Boa Vista,2.8197,-60.6733,84.2,54,20,6.91,BR,few clouds
582,Tura,25.5198,90.2201,69.28,94,11,6.11,IN,few clouds
583,Faya,18.3851,42.4509,62.6,48,0,5.75,SA,clear sky
584,Marrakesh,31.6315,-8.0083,60.8,72,0,2.3,MA,clear sky
585,Fez,34.0372,-4.9998,60.8,77,92,4.61,MA,overcast clouds
586,Plettenberg Bay,-34.0527,23.3716,62.02,90,100,5.55,ZA,light rain
587,Sloboda,51.1421,40.3021,41.04,73,100,11.68,RU,overcast clouds
588,Rodino,52.5,80.25,4.3,100,100,4.03,RU,overcast clouds
589,Geraldton,-28.7667,114.6,71.6,64,3,10.36,AU,clear sky
590,Uvat,59.1433,68.8953,30.74,85,100,12.88,RU,overcast clouds
591,Gerash,27.6652,54.1371,66.2,37,0,1.5,IR,clear sky
592,Soyo,-6.1349,12.3689,77.2,87,100,4.85,AO,overcast clouds
593,College,64.8569,-147.8028,28.99,74,90,14.97,US,light snow
594,Kirakira,-10.4544,161.9205,83.12,77,64,4.34,SB,broken clouds
595,Kalmunai,7.4167,81.8167,77.68,85,62,5.21,LK,broken clouds
596,Mosetse,-20.75,26.65,63.75,52,79,7.81,BW,broken clouds
597,Mporokoso,-9.3727,30.125,59.31,97,67,6.04,ZM,broken clouds
598,Naron,43.5167,-8.1528,69.8,43,0,6.91,ES,clear sky
599,Chaumont,48.1167,5.1333,48.2,81,0,3.44,FR,clear sky
600,Raudeberg,61.9875,5.1352,37.99,93,64,14.16,NO,broken clouds
601,Bogande,12.9714,-0.1436,80.26,13,0,9.84,BF,clear sky
602,Brookings,44.3114,-96.7984,32.0,43,1,11.5,US,clear sky
603,Nabire,-3.3667,135.4833,81.55,73,100,0.92,ID,overcast clouds
604,Narodychi,51.2029,29.0823,46.71,89,3,6.64,UA,clear sky
605,Dolores,-36.3132,-57.6792,56.21,80,50,7.07,AR,scattered clouds
606,Tucuman,-26.8241,-65.2226,68.0,83,90,4.61,AR,mist
607,Great Yarmouth,52.6083,1.7305,51.8,71,13,9.22,GB,few clouds
608,Steamboat Springs,40.485,-106.8317,39.99,26,1,1.61,US,clear sky
609,Itaituba,-4.2761,-55.9836,74.23,98,100,0.92,BR,overcast clouds
610,Bonavista,48.6499,-53.1147,27.0,86,1,1.14,CA,clear sky
611,Trelew,-43.249,-65.3051,58.69,83,100,15.21,AR,overcast clouds
612,Charters Towers,-20.1,146.2667,77.67,51,0,19.73,AU,clear sky
613,Korla,41.7597,86.1469,43.99,65,96,4.25,CN,overcast clouds
614,Ranot,7.7777,100.3213,82.42,74,96,6.33,TH,overcast clouds
615,Micomeseng,2.1462,10.6164,67.8,99,66,1.19,GQ,broken clouds
616,Vallenar,-28.5708,-70.7581,63.52,67,48,2.55,CL,scattered clouds
617,Odweyne,9.4092,45.064,69.71,18,100,2.08,SO,overcast clouds
618,Kuah,6.3265,99.8432,80.6,94,20,1.14,MY,few clouds
619,Zelenoborskiy,66.845,32.3622,30.99,100,67,11.74,RU,broken clouds
620,Kapoeta,4.7717,33.5903,80.1,50,100,4.21,SS,overcast clouds
621,Goma,-1.6792,29.2228,60.46,90,81,2.84,CD,broken clouds
622,Dauphin,51.1494,-100.0502,28.4,59,1,4.61,CA,clear sky
623,Saint-Augustin,51.226,-58.6502,19.71,90,52,3.47,CA,broken clouds
624,Kamenka,51.3223,42.7678,37.99,83,91,1.01,RU,overcast clouds
625,Veraval,20.9,70.3667,76.82,83,6,10.25,IN,clear sky
626,Nara,34.6851,135.8049,59.0,51,0,3.44,JP,clear sky
627,Khor,47.8861,134.9464,42.51,58,5,6.73,RU,clear sky
628,Ivanava,52.1451,25.5365,46.36,75,8,4.25,BY,clear sky
629,Itarema,-2.9248,-39.9167,77.77,87,100,9.15,BR,overcast clouds
630,Miranda,3.2499,-76.2281,77.0,69,40,11.5,CO,scattered clouds
631,Binzhou,37.3667,118.0167,60.08,20,100,11.72,CN,overcast clouds
632,Ntungamo,-0.8833,29.65,61.83,95,96,3.24,UG,overcast clouds
633,Olafsvik,64.8945,-23.7142,40.82,90,98,21.36,IS,overcast clouds
634,Hobyo,5.3505,48.5268,79.41,74,13,7.96,SO,few clouds
635,Todos Santos,23.45,-110.2167,72.0,71,100,4.03,MX,overcast clouds
636,Gombe,10.2897,11.1673,75.04,13,100,9.69,NG,overcast clouds
637,Haradok,55.4624,29.9816,46.09,95,100,5.77,BY,overcast clouds
638,Alta,69.9689,23.2717,35.6,80,40,13.8,NO,light snow
639,Boysun,38.2061,67.1986,38.44,73,66,3.78,UZ,broken clouds
640,Ahipara,-35.1667,173.1667,66.24,83,68,11.54,NZ,broken clouds
641,Ust-Kuyga,70.0167,135.6,5.47,85,100,0.58,RU,overcast clouds
642,Toropets,56.4978,31.6353,43.14,97,100,5.41,RU,light rain
643,Ixtapa,20.7,-105.2,77.0,65,1,11.5,MX,clear sky
644,Kailua,21.4022,-157.7394,82.4,69,75,14.97,US,light rain
645,Tilichiki,60.4667,166.1,28.08,93,100,3.15,RU,light snow
646,Tezu,27.9167,96.1667,67.68,80,97,3.91,IN,overcast clouds
647,Verkh-Usugli,52.7,115.1667,27.97,56,100,2.26,RU,overcast clouds
648,Evansville,37.9748,-87.5558,50.0,25,1,11.5,US,clear sky
649,Tuatapere,-46.1333,167.6833,61.0,72,100,1.99,NZ,overcast clouds
650,Beloha,-25.1667,45.05,64.58,80,0,7.4,MG,clear sky
651,Shiraz,29.6036,52.5388,55.4,41,0,4.74,IR,clear sky
652,Rosarito,32.3333,-117.0333,89.6,5,1,13.8,MX,clear sky
653,Mount Isa,-20.7333,139.5,84.2,37,0,19.57,AU,clear sky
654,Dori,14.0354,-0.0345,79.95,11,0,10.02,BF,clear sky
655,Svetlyy,54.675,20.1347,41.0,87,0,4.47,RU,clear sky
656,Pemba,-12.974,40.5178,77.0,78,20,6.91,MZ,few clouds
657,Mehamn,71.0357,27.8492,33.03,97,100,10.25,NO,light snow
658,Moerai,-22.4333,-151.3333,80.74,70,9,18.61,PF,light rain
659,Acajutla,13.5928,-89.8275,80.01,72,0,4.0,SV,clear sky
660,Baft,29.234,56.6057,53.42,22,0,4.05,IR,clear sky
661,Belaya Gora,68.5333,146.4167,6.51,88,67,4.23,RU,broken clouds
662,Rameswaram,9.2833,79.3,83.77,81,100,20.4,IN,overcast clouds
663,Raga,8.4596,25.678,75.96,22,5,3.44,SS,clear sky
664,Creel,27.75,-107.6333,64.83,14,96,11.03,MX,overcast clouds
665,Egvekinot,66.3167,-179.1667,1.2,86,100,2.84,RU,overcast clouds
666,Hirara,24.8,125.2833,77.0,94,75,16.11,JP,broken clouds
667,Ayan,56.45,138.1667,27.86,68,21,0.47,RU,few clouds
668,Santa Cruz,-17.8,-63.1667,77.0,61,75,5.75,BO,broken clouds
669,Muros,42.7762,-9.0603,64.0,66,100,8.55,ES,overcast clouds
670,Rundu,-17.9333,19.7667,67.15,60,100,4.07,NA,overcast clouds
671,Krasnoarmeysk,51.0239,45.6969,32.86,78,66,11.39,RU,broken clouds
672,Santa Maria,-29.6842,-53.8069,64.4,88,0,3.44,BR,clear sky
673,Alta Floresta,-9.8756,-56.0861,71.24,96,80,2.21,BR,broken clouds
674,Cangzhou,38.3167,116.8667,60.94,24,97,9.64,CN,overcast clouds
675,Launceston,-41.45,147.1667,70.0,56,100,20.71,AU,overcast clouds
676,Half Moon Bay,37.4636,-122.4286,78.8,21,1,4.61,US,clear sky
677,Omboue,-1.5746,9.2618,72.59,92,100,5.06,GA,overcast clouds
678,The Pas,53.8251,-101.2541,35.6,48,40,12.66,CA,scattered clouds
679,Ust-Ilimsk,58.0006,102.6619,14.36,88,100,9.8,RU,overcast clouds
680,Epe,6.5841,3.9834,79.21,88,50,5.61,NG,scattered clouds
681,Qala,40.4418,50.1681,42.8,81,0,2.3,AZ,clear sky
682,Le Port,-20.9373,55.2919,75.2,83,0,5.75,RE,clear sky
